Date,Site ID,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,STATE
2020-08-08,110010050,0.056,ppm,54,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-09-08,110010050,0.05,ppm,46,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-10-08,110010050,0.052,ppm,48,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-11-08,110010050,0.048,ppm,44,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-12-08,110010050,0.053,ppm,49,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-01-09,110010050,0.036,ppm,33,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-02-09,110010050,0.038,ppm,35,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-03-09,110010050,0.041,ppm,38,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-04-09,110010050,0.046,ppm,43,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-05-09,110010050,0.033,ppm,31,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-06-09,110010050,0.046,ppm,43,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-07-09,110010050,0.054,ppm,50,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-08-09,110010050,0.049,ppm,45,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-09-09,110010050,0.038,ppm,35,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-10-09,110010050,0.037,ppm,34,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-11-09,110010050,0.044,ppm,41,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-12-09,110010050,0.046,ppm,43,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-01-10,110010050,0.031,ppm,29,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-02-10,110010050,0.045,ppm,42,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-03-10,110010050,0.046,ppm,43,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-04-10,110010050,0.037,ppm,34,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-06-10,110010050,0.022,ppm,20,Takoma Rec Center,14,82,44201,Ozone,District Of Columbia
2020-07-10,110010050,0.036,ppm,33,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-08-10,110010050,0.038,ppm,35,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-10-10,110010050,0.027,ppm,25,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-11-10,110010050,0.024,ppm,22,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-12-10,110010050,0.027,ppm,25,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-01-11,110010050,0.035,ppm,32,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-02-11,110010050,0.025,ppm,23,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-03-11,110010050,0.03,ppm,28,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-04-11,110010050,0.025,ppm,23,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-05-11,110010050,0.035,ppm,32,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-06-11,110010050,0.035,ppm,32,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-07-11,110010050,0.038,ppm,35,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-08-11,110010050,0.04,ppm,37,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-09-11,110010050,0.036,ppm,33,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-10-11,110010050,0.046,ppm,43,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-11-11,110010050,0.045,ppm,42,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-12-11,110010050,0.033,ppm,31,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-01-12,110010050,0.026,ppm,24,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-02-12,110010050,0.035,ppm,32,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-03-12,110010050,0.027,ppm,25,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-04-12,110010050,0.028,ppm,26,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-05-12,110010050,0.032,ppm,30,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-06-12,110010050,0.034,ppm,31,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-07-12,110010050,0.031,ppm,29,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-08-12,110010050,0.024,ppm,22,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
2020-09-12,110010050,0.024,ppm,22,Takoma Rec Center,17,100,44201,Ozone,District Of Columbia
